92,92
32,88
36,72
24,16
32,24
40,40
28,4
8,44
0,36
8,72
76,64
84,88
32,76
4,20
72,72
32,72
28,48
8,16
32,28
12,32
16,52
56,16
48,52
12,16
24,0
80,12
24,16
28,80
68,72
48,48
16,60
96,28
80,72
60,4
0,28
32,24
60,24
0,52
20,40
40,28
64,60
76,20
52,24
80,84
68,88
64,44
76,72
36,60
28,56
20,28
52,52
28,68
20,44
72,28
72,92
52,32
84,36
40,64
48,56
44,88
32,4
76,8
92,48
0,44
24,48
48,36
4,64
96,8
88,76
68,68
4,76
96,56
0,40
96,40
80,36
40,20
80,64
72,68
0,64
76,72
44,60
76,76
16,48
40,8
28,56
96,44
16,32
52,96
16,52
40,0
8,12
40,32
36,88
52,0
24,4
12,80
88,52
84,76
84,28
8,24
52,64
12,32
8,0
68,52
52,44
24,8
76,80
0,16
52,92
16,72
84,40
12,80
92,96
88,96
20,92
56,4
0,64
56,20
72,96
8,24
84,76
88,32
0,12
56,88
64,52
44,24
92,0
12,82
4,0
76,80
20,76
96,84
36,72
4,52
28,8
68,28
12,0
76,88
0,12
80,20
80,80
32,12
20,56
88,44
76,60
0,32
48,96
56,48
52,36
96,76
40,16
68,32
20,16
80,80
52,72
16,96
24,84
72,84
8,44
20,60
44,72
88,0
20,44
16,76
52,36
40,76
60,44
12,72
4,16
4,28
4,56
76,8
8,28
92,64
44,4
76,12
16,20
16,32
8,36
0,32
60,12
8,64
36,48
52,76
0,60
84,72
80,56
36,40
24,88
28,96
40,68
40,20
58,56
44,56
4,60
40,68
68,64
64,28
0,56
12,68
92,52
92,84
76,36
48,96
56,68
0,56
64,20
28,76
84,32
24,72
92,52
68,80
80,60
96,52
52,32
36,32
80,12
68,96
92,92
76,68
76,0
72,64
92,40
0,0
52,76
64,12
92,44
56,84
68,24
8,40
36,72
4,72
56,4
80,88
20,64
84,24
88,80
16,88
40,80
20,40
80,44
76,36
72,60
84,20
24,40
0,8
32,48
52,68
40,52
16,64
28,12
92,88
44,28
8,44
0,0
80,80
68,32
28,8
28,40
68,28
52,4
52,68
52,48
24,24
92,60
4,28
48,32
76,96
56,44
80,36
16,8
40,12
84,0
92,20
64,64
68,24
44,16
16,8
0,32
76,0
84,8
24,48
32,20
28,68
68,40
84,60
72,4
52,76
12,8
8,32
59,76
8,28
0,88
20,88
80,0
28,88
64,88
72,52
20,36
52,88
48,40
92,52
12,72
24,68
64,56
16,4
84,8
32,56
96,84
8,52
32,0
20,32
36,28
40,40
64,33
48,8
60,64
36,92
44,40
80,4
60,76
36,96
36,96
80,56
4,36
52,40
24,40
48,20
16,60
68,40
48,64
64,0
60,92
28,52
72,72
0,28
88,16
44,88
28,28
44,12
88,52
92,32
36,12
24,92
60,52
16,92
80,60
20,64
48,0
24,0
28,84
88,76
48,4
96,0
48,76
28,92
8,16
12,36
28,44
32,4
12,40
88,51
12,88
40,76
96,8
16,64
92,40
44,72
88,36
0,92
84,0
16,92
0,96
56,48
52,8
72,88
52,96
32,52
36,12
44,8
52,96
88,76
68,96
52,68
12,52
88,20
32,48
60,56
4,32
60,88
56,8
88,12
60,60
60,4
44,60
8,68
28,84
44,32
52,92
12,0
36,16
64,16
92,36
16,12
16,48
24,28
28,72
20,92
0,52
64,80
0,24
96,60
44,60
72,44
20,72
28,48
0,16
16,44
92,60
92,20
12,8
32,32
24,76
80,40
88,76
52,32
92,72
84,48
12,0
84,92
92,56
88,96
8,44
20,24
12,84
76,12
44,76
4,28
0,20
48,36
32,36
96,88
72,28
48,32
40,64
72,12
76,32
12,76
4,36
52,84
12,80
8,28
24,76
64,0
36,76
48,64
88,36
68,28
92,76
60,80
44,68
52,0
12,8
80,80
48,36
28,84
48,28
36,44
80,52
64,52
20,36
92,64
24,56
96,28
60,4
72,44
76,40
0,40
56,40
44,44
80,72
16,80
12,92
68,78
56,12
48,48
76,96
4,72
64,24
56,20
64,20
52,80
8,60
68,4
0,48
36,64
96,80
24,84
88,80
76,92
16,84
64,88
64,4
8,68
72,48
60,52
84,36
28,64
32,28
72,48
36,76
64,40
48,84
80,24
32,36
32,56
64,24
44,20
40,44
66,88
92,40
64,68
84,76
56,12
64,32
52,64
92,80
64,16
92,56
44,44
52,88
0,36
40,48
28,44
84,76
40,36
56,12
40,20
0,92
60,96
76,80
96,28
0,84
40,76
8,88
96,88
72,96
60,28
74,16
44,40
28,44
56,0
20,72
0,80
44,40
52,76
68,4
92,32
76,64
88,48
20,36
48,68
96,92
60,8
72,56
52,4
88,52
60,92
72,40
84,76
52,92
72,88
52,8
8,96
12,56
16,12
64,16
60,64
60,92
0,20
76,0
36,52
12,96
88,96
92,36
4,24
48,12
84,8
56,64
80,44
8,16
32,48
12,4
20,80
64,92
8,72
20,92
40,44
92,60
80,64
4,52
80,16
28,52
31,16
96,32
48,0
32,56
12,4
48,76
72,48
20,64
8,72
76,32
8,76
48,6
72,56
24,84
88,88
56,36
4,8
60,68
40,4
36,24
24,16
0,36
24,76
8,72
40,84
52,36
56,45
20,0
61,28
68,44
64,60
20,40
8,0
56,32
44,12
52,12
52,32
32,52
8,56
40,56
56,80
44,96
80,84
64,16
12,52
16,12
52,8
60,88
20,12
28,16
60,0
84,28
32,64
72,96
88,72
6,32
60,96
96,48
64,8
44,44
88,28
36,76
64,64
92,16
64,36
52,36
32,76
92,88
48,64
88,64
28,88
72,92
40,40
28,68
44,56
84,60
72,56
0,72
88,52
24,28
32,36
64,60
44,16
64,40
20,16
56,20
12,32
72,28
26,4
44,88
64,28
36,12
68,36
72,24
4,72
60,8
72,0
68,24
32,16
52,0
96,36
68,76
4,84
80,56
96,88
68,16
28,96
12,56
44,28
20,16
96,84
36,12
88,68
36,4
56,72
8,92
52,28
96,76
16,88
28,68
84,80
4,12
68,80
92,4
40,48
12,64
44,4
24,36
52,68
88,80
40,84
32,28
56,8
21,28
60,4
36,8
56,44
20,92
32,88
88,52
20,68
24,52
52,80
64,8
12,80
84,20
8,4
80,16
8,56
12,60
76,92
56,76
56,76
16,84
24,52
72,20
8,60
4,16
16,12
80,4
24,96
0,32
12,24
60,96
92,44
36,24
88,12
40,24
60,44
48,56
28,84
44,8
92,88
52,48
4,40
88,32
64,80
56,52
36,28
24,36
92,28
92,76
16,16
12,48
56,76
60,12
84,84
60,56
92,28
68,12
8,32
64,8
48,24
4,20
8,84
28,44
20,4
0,36
20,36
0,64
76,28
48,12
68,48
76,24
36,24
8,96
4,96
72,56
28,52
36,60
72,36
58,16
88,56
44,92
91,24
52,96
8,84
68,16
40,76
52,8
40,64
96,12
0,60
48,84
76,60
96,68
84,84
92,88
32,4
12,88
84,40
60,96
32,8
68,44
4,40
56,52
16,96
24,68
88,52
64,20
56,16
16,56
0,72
28,76
12,84
16,72
20,48
8,84
96,84
44,44
48,52
28,68
0,64
16,72
76,24
56,52
12,28
52,72
32,44
16,32
20,32
32,56
8,76
44,40
84,84
88,88
20,32
12,16
40,76
84,96
44,12
64,40
16,56
88,68
68,32
56,68
52,72
48,12
16,84
20,76
28,52
36,8
12,4
80,12
56,16
80,0
56,96
44,64
64,56
52,64
32,16
24,96
32,8
44,64
80,36
52,36
96,80
84,40
4,72
40,48
32,48
4,8
4,20
12,44
8,4
72,16
72,64
24,12
52,92
28,20
8,96
28,32
24,32
56,60
96,28
96,48
92,60
52,32
64,12
0,44
84,92
40,40
16,8
84,0
72,20
36,44
12,80
64,32
80,20
80,44
44,76
36,44
28,52
0,68
36,28
16,96
88,72
68,58
72,56
40,52
92,32
28,44
60,20
72,12
88,72
48,76
72,48
0,36
56,20
80,16
48,12
16,48
92,88
44,48
96,88
36,84
80,72
60,64
8,8
32,84
12,48
32,32
20,20
40,84
64,76
92,68
40,64
52,92
36,84
72,48
52,84
88,24
52,64
24,0
20,48
16,56
76,16
20,48
80,96
99,44
64,32
84,80
98,68
40,36
72,28
14,28
16,92
8,88
24,92
80,4
12,60
8,8
72,72
0,28
24,88
72,60
60,88
